model,sku,slug,color,image_url,release_date,release_date_year,discount_tag,box_condition,goat_url,model_sub_line,model_line,brand,description,story,prelude,ftb,gs,ps
Kobe 11 GS 'Team USA',822945 184,kobe-11-gs-team-usa-822945-184,White,https://image.goat.com/750/attachments/product_template_pictures/images/003/861/264/original/822945_184.png,2016-07-18,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-gs-team-usa-822945-184,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 GS 'Team USA' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe 11 GS ‘Team USA’ launched in July 2016 in anticipation of the Rio Summer Olympics the following month. Constructed with a lightweight knit build, the low-top is finished in a patriotic red, white and blue color scheme. Nods to Kobe Bryant arrive on the heels, including four stitch marks on the left heel as an allusion to the four feet of sutures used in Bryant’s 2013 Achilles surgery. The numbers ‘08’ and ‘12’ are embroidered on the right heel, representing the Olympic years in which Kobe won gold medals with the US Men’s National Team.",N,N,Y,N
Zoom Kobe 7 System 'Concord',488371 402,zoom-kobe-7-system-488371-402,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/055/176/047/original/26234_00.png.png,2012-05-19,2012,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-7-system-488371-402,Nike - Zoom Kobe 7,Nike - Zoom Kobe 7,Nike,Shop the Zoom Kobe 7 System 'Concord' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. TB 'Black Silver',AT3874 001,kobe-a-d-tb-black-silver-at3874-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/083/390/642/original/498342_00.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-a-d-tb-black-silver-at3874-001,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. TB 'Black Silver' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 1 Protro 'Final Seconds',AQ2728 101,kobe-1-protro-varsity-purple-aq2728-101,White,https://image.goat.com/750/attachments/product_template_pictures/images/078/459/256/original/347229_00.png.png,2018-04-14,2018,,good_condition,https://www.goat.com/sneakers/kobe-1-protro-varsity-purple-aq2728-101,Nike - Zoom Kobe 1 Protro,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 Protro 'Final Seconds' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Zoom Kobe 1 Protro 'Final Seconds' celebrates Kobe Bryant’s heroic performance in Game 4 of the 2006 first round Western Conference Playoffs against the Suns. In the 4th quarter, Bryant hit a last-second one-handed layup to tie the game and take it into overtime. The Lakers then found themselves down by one point with 6.1 seconds left on the clock. Again, the Lakers got the ball to Bryant from a tip, and he drove across the court to the right and drained a game-winner over two defenders to beat the buzzer and seal a famous 99-98 win, and a 3-1 series lead. Based on the Lakers’ home-team jerseys from that season, the colorway sports a white leather upper with Del Sol and Varsity Purple accents. It also features Kobe’s number 8 jersey number embroidered on the heels and a full-length Zoom Air sole. The shoe was part of the Nike, Converse, and Jordan ‘Art of the Champion’ pack, a 16-shoe collection celebrating 16 iconic performances by 16 of the game’s greatest champions.",N,N,N,N
Zoom Kobe 6 GS 'All Star - Orange County',429913 800,kobe-6-gs-429913-800,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/000/033/021/original/429913_800.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-6-gs-429913-800,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 GS 'All Star - Orange County' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 6 GS 'Orange County' pays tribute to one of Kobe Bryant's homes during his NBA playing career. Dressed in a colorway of Orange Peel, Cannon and black, this kids' shoe is an updated take on the Zoom Kobe 6, which was first seen during the 2010-11 season. Like the original, this lightweight low top features a polyurethane 'island' upper, a nod to Kobe's 'Black Mamba' nickname. The Nike Swoosh appears in grey with a sunset-inspired background beneath it. Closing out the look is a black midsole and translucent outsole.",N,N,Y,N
Zoom Kobe 1 Protro 'Black Out',AQ2728 004,zoom-kobe-1-protro-purple-reign-aq2728-004,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/079/014/493/original/466276_00.png.png,2018-10-23,2018,,good_condition,https://www.goat.com/sneakers/zoom-kobe-1-protro-purple-reign-aq2728-004,Nike - Zoom Kobe 1 Protro,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 Protro 'Black Out' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Zoom Kobe 1 Protro 'Black Out' features a smooth black leather upper with a matching textured mudguard. The high top sports a padded leather tongue for comfort, Varsity Purple details on the mesh collar, and dark purple accents on the midsole and lining. The sneaker also sports carbon fiber accents along the heel counter, a white wraparound Swoosh on the side, and full-length Zoom Air cushioning in the midsole.",N,N,N,N
Zoom Kobe 6 'White Del Sol',429659 103,zoom-kobe-6-429659-103,White,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/990/original/429659_103.png.png,2011-04-01,2011,,good_condition,https://www.goat.com/sneakers/zoom-kobe-6-429659-103,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'White Del Sol' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 6 plays off Kobe Bryant’s Black Mamba persona with a white and grey upper that evokes a textured 3D snakeskin. A contrasting black Swoosh is complemented by matching black on the molded heel counter and Phylon injected midsole, fitted with encapsulated Zoom Air units for cushioning. Inside the low-top, a dual-layer memory foam sockliner provides a custom fit.",N,N,N,N
Kobe 11 'Carpe Diem',836183 015,kobe-11-carpe-diem-836183-015,Black,https://image.goat.com/750/attachments/product_template_pictures/images/057/243/216/original/52224_00.png.png,2016-05-21,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-carpe-diem-836183-015,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 'Carpe Diem' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The colorway on this Kobe 11 was originally popularized by the Kobe 4 ‘Carpe Diem’ in 2009 which is credited for kickstarting the transition to low-top footwear on the court. Seven years later, Nike reran the iconic look on this Kobe 11, giving it the same Lakers color scheme, grid stitching along the interior, and translucent sole.",N,N,N,N
Zoom Kobe 6 'Vault Anniversary',446897 992,zoom-kobe-6-vault-anniversary-446897-992,Black,https://image.goat.com/750/attachments/product_template_pictures/images/013/514/914/original/446897_992.png.png,2011-09-17,2011,,good_condition,https://www.goat.com/sneakers/zoom-kobe-6-vault-anniversary-446897-992,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'Vault Anniversary' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe 6 ‘Vault Anniversary’ celebrated the first anniversary of Los Angeles’ Nike Vault located outside Staples Center. The black textured upper features a gold Swoosh, while further gold emerges on the speckling of the midsole. Grey accents appear on the liner and tongue, with an icy blue translucent outsole underfoot. Limited to just 24 pairs, the Nike Vault exclusive release comes packaged with a matching AW-77 hoodie in a special Nike Vault safety deposit box.",N,N,N,N
Kobe 6 GS 'Grinch',429913 300,kobe-6-gs-grinch-429913-300,Yellow,https://image.goat.com/750/attachments/product_template_pictures/images/000/033/018/original/429913_300.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-6-gs-grinch-429913-300,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Kobe 6 GS 'Grinch' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe 6 GS ‘Grinch’ was officially named the ‘Green Mamba,’ but its Christmas Day 2010 debut and colorway reminiscent of the iconic curmudgeon led fans to dub it the ‘Grinch.’ The bright green coloring on the shoe’s upper is complemented by a scaly reptilian texture, reflective of Nike’s intention for the design to be a nod to the green mamba—a variation on Kobe’s ‘Black Mamba’ nickname.",N,N,Y,N
Kobe 11 ALT 'Tumbled Grey',880463 079,kobe-11-alt-880463-079,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/055/522/994/original/93563_00.png.png,2017-04-01,2017,,good_condition,https://www.goat.com/sneakers/kobe-11-alt-880463-079,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 ALT 'Tumbled Grey' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Designed by Eric Avar, the Kobe 11 ALT debuted in 2017 with a grey colorway that highlights its monocoque construction. The design is distinguished by a lightweight and breathable shroud locked down by asymmetrical zippers at the heel and midfoot. The futuristic look also features reflective 3M details, a metallic gold Swoosh, and a hidden multicolor woven material layer that is revealed upon unzipping.",N,N,N,N
Kobe 9 Elite 'Hero',630847 005,kobe-9-elite-hero-630847-005,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/000/017/049/original/630847_005.png.png,2014-05-09,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-hero-630847-005,Nike - Kobe 9 Hi,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite 'Hero' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Releasing alongside accompanying LeBron 11 Elite and KD 6 Elite colorways, the Kobe 9 Elite ‘Hero’ completes the thematic Nike Basketball pack. The towering silhouette sports a Wolf Grey knit upper, accented with purple Flywire cables and a matching purple Swoosh. A pop art-inspired camouflage print covers the heel, while a carbon fiber-reinforced midsole gives way to a Lunarlon sole unit.",N,N,N,N
Kobe 9 Em GS 'Independence Day',653593 100,kobe-9-em-gs-independence-day-653593-100,White,https://image.goat.com/750/attachments/product_template_pictures/images/000/017/183/original/653593_100.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-9-em-gs-independence-day-653593-100,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 Em GS 'Independence Day' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe A.D. GS 'Midnight Navy',869987 406,kobe-a-d-gs-midnight-navy-869987-406,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/013/793/049/original/869987_406.png.png,2017-02-01,2017,,no_original_box,https://www.goat.com/sneakers/kobe-a-d-gs-midnight-navy-869987-406,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. GS 'Midnight Navy' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The first signature Kobe model to debut after Kobe Bryant’s retirement, the Kobe A.D. appears in a ‘Midnight Navy’ rendering throughout its breathable mesh upper. The Swoosh and Kobe branding provide contrast, while the shoe sits on a hybrid midsole that combines Zoom Air and Lunarlon foam. Dynamic Flywire cables promote a locked-down fit, and a translucent, micro-tread outsole provides traction underfoot.",N,N,Y,N
Zoom Kobe 5 'Da Vinci',386429 031,kobe-5-davinci-386429-031,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/389/original/386429_031.png.png,2010-03-04,2010,,good_condition,https://www.goat.com/sneakers/kobe-5-davinci-386429-031,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 'Da Vinci' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 7 System TB 'Black',517359 005,zoom-kobe-7-system-tb-517359-005,Black,https://image.goat.com/750/attachments/product_template_pictures/images/049/528/494/original/517359_005.png.png,2012-09-18,2012,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-7-system-tb-517359-005,Nike - Zoom Kobe 7,Nike - Zoom Kobe 7,Nike,Shop the Zoom Kobe 7 System TB 'Black' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Kobe 7 System is coated with a black construction that features a synthetic skin design, modeled after leopard, great white shark and black mamba patterns. The midsole integrates a full-length Cushlon midsole unit that works in conjunction with Zoom Air units, while Flywire cables are included for a locked-down fit.",N,N,N,N
Zoom Kobe 6 iD,446897 XXX,zoom-kobe-6-id-446897-xxx,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/020/723/804/original/446897_XXX.png.png,,,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-6-id-446897-xxx,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 'Lower Merion Aces',429659 017,zoom-kobe-6-lower-merion-aces-429659-017,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/987/original/429659_017.png.png,2011-09-10,2011,,badly_damaged,https://www.goat.com/sneakers/zoom-kobe-6-lower-merion-aces-429659-017,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'Lower Merion Aces' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"This Zoom Kobe 6 ‘Lower Merion Aces’ is a tribute Kobe Bryant’s alma mater, Philadelphia’s Lower Merion High School. Decked out in the school’s colors, the shoe combines Cool Grey and metallic platinum hues on its snakeskin textured upper alongside a Varsity Crimson Swoosh. The design also features a grey midsole with Zoom Air cushioning, a Pure Platinum outsole and the basketball team’s logo, the Aces, on the lateral heel.",N,N,N,N
Kobe 11 EP 'Invisibility Cloak',836184 005,kobe-11-invisibility-cloak-836184-005,Black,https://image.goat.com/750/attachments/product_template_pictures/images/001/418/422/original/836184_005.png,2016-11-01,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-invisibility-cloak-836184-005,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 EP 'Invisibility Cloak' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Borrowing inspiration from the popular colorway known as the ‘Invisibility Cloak,’ this Kobe 11 is constructed with a black Engineered Mesh upper that sports a seamless design. The look is accented by Hyper Pink on the flywire cables and covered eyestay, while the Lunarlon midsole gives way to an icy blue translucent outsole.",N,N,N,N
Zoom Kobe 5 Protro '5 Rings',CD4991 400,zoom-kobe-5-protro-5-rings-cd4991-400,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/043/570/562/original/677052_00.png.png,2020-10-15,2020,,good_condition,https://www.goat.com/sneakers/zoom-kobe-5-protro-5-rings-cd4991-400,Nike - Zoom Kobe 5 Protro,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 Protro '5 Rings' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 5 Protro ‘5 Rings’ brings back a celebratory Kobe 5 colorway that originally launched in summer 2010 in recognition of the Mamba’s fifth championship with the Los Angeles Lakers. The low-top makes use of a simple palette in Concord and Midwest Gold, executed on a streamlined upper covered in various graphics centered around the number 5. A gradient two-tone midsole packs Zoom Air cushioning in both the heel and forefoot.",N,N,Y,N
